# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
2.898024386357571348e+05 -9.651993477001359558e+10
-3.441551759793637902e+05 1.146223451143593750e+11
0.000000000000000000e+00 0.000000000000000000e+00
6.837766648440016248e-02 -2.277347264525650826e+04
5.748854678149186576e-02 -1.914680501480024395e+04
0.000000000000000000e+00 0.000000000000000000e+00
-1.143246303239391290e-08 3.807630437279218259e-03
1.357663291348726776e-08 -4.521755335721060025e-03
0.000000000000000000e+00 0.000000000000000000e+00
