# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
-5.568522375965454557e+04 1.854620061251718521e+10
-4.461097239614942810e+05 1.485787409510067444e+11
0.000000000000000000e+00 0.000000000000000000e+00
8.870298744889121290e-02 -2.954290723975961009e+04
-1.116245218295837047e-02 3.717702175469583835e+03
0.000000000000000000e+00 0.000000000000000000e+00
2.201848278012783769e-09 -7.333349338525496338e-04
1.763961534479916156e-08 -5.874948915071253643e-03
0.000000000000000000e+00 0.000000000000000000e+00
