# 
#                 ----------------------------------------------------
#                 Data from a 3D direct N-body simulation. 
# 
#                 rows are i-particle; 
#                 coumns are :mass, tag, x ,y, z, vx, vy, vz, ax, ay, az
# 
#                 NTHU, Computational Physics 
# 
#                 ----------------------------------------------------
#                 Time = 0.0
1.000000000000000000e+00 2.000000000000000000e+00
1.988999999999999902e+30 5.972000000000000327e+24
3.214106170244492241e+05 -1.070471730176867828e+11
3.148841459194779163e+05 -1.048735040579100037e+11
0.000000000000000000e+00 0.000000000000000000e+00
-6.255764211107692208e-02 2.083508877410117202e+04
6.376403920862841468e-02 -2.123688445846647664e+04
0.000000000000000000e+00 0.000000000000000000e+00
-1.267669531658780233e-08 4.222027291475742572e-03
-1.241928600492235702e-08 4.136296025417040244e-03
0.000000000000000000e+00 0.000000000000000000e+00
